trial,fold,elapsed_time_sec,elapsed_time_hms,param_count,best_epoch,train_loss,val_loss,score,n_layers,learning_rate,batch_size,epochs,units_layer_1,units_layer_2,units_layer_3
0,9,434.5536906719208,00:07:14,89839,1276,0.007449067663401365,0.008874645456671715,3.5714793883660834,2,0.0001144158864297713,189,1295,200,221,109
1,9,718.9161081314087,00:11:58,25312,1231,0.009282084181904793,0.010959376581013203,3.494224104392986,2,0.00013695659313999232,87,1253,30,116,156
2,9,297.232213973999,00:04:57,40942,392,0.01632266864180565,0.014518351294100285,4.390152194314484,3,0.0069125486901990794,68,393,138,65,168,37
3,9,364.9736952781677,00:06:04,97787,961,0.00796250719577074,0.008935235440731049,3.247778150241304,3,0.0032477153234794455,179,1004,71,177,214,182
4,9,349.04242634773254,00:05:49,66947,486,0.014250444248318672,0.013380717486143112,4.2447005488733325,1,0.005909411382059256,84,592,225,190
5,9,757.2785942554474,00:12:37,21743,974,0.008195951581001282,0.00920271035283804,3.4702002688558684,2,0.0005535971892830216,65,1032,87,107,29
6,9,215.8746886253357,00:03:35,149125,349,0.009674695320427418,0.010105139575898647,3.5988311791718965,4,0.0037178843028626753,116,411,130,150,242,251,72
7,9,1351.1139221191406,00:22:31,46897,1284,0.006238739006221294,0.007648751605302095,2.939306964206901,3,0.00040233585919294826,43,1298,129,65,138,112
8,9,469.3383197784424,00:07:49,12237,1320,0.010754265822470188,0.012229792773723602,3.60559562227494,1,0.0005256379581458244,174,1347,47,146
9,9,417.6734700202942,00:06:57,58069,1048,0.008706876076757908,0.009068151004612446,4.0968419244791665,2,0.00520619180741756,161,1128,156,211,40
10,9,466.5500750541687,00:07:46,51871,1187,0.007363765500485897,0.008305671624839306,3.0700828961409057,4,0.0010238297885308688,236,1492,179,16,103,78,251
11,9,448.2648227214813,00:07:28,54716,1314,0.007005902472883463,0.008419363759458065,3.487691126808892,4,0.0012402134380494472,248,1476,181,20,100,83,251
12,9,244.75418543815613,00:04:04,75037,785,0.008038860745728016,0.009273763746023178,3.4377124359435873,4,0.0003025364529282514,248,786,244,22,96,118,251
13,9,1501.8663790225983,00:25:01,27593,1378,0.007587016094475985,0.008197145536541939,3.025806366867317,3,0.0014687298706238302,42,1449,110,63,67,68
14,9,1051.6745865345001,00:17:31,32750,817,0.008997375145554543,0.009085903875529766,3.1250621885599834,3,0.001789091799445029,34,821,109,69,60,151
15,9,538.9905779361725,00:08:58,35321,1057,0.007925710640847683,0.009052281267940998,3.2967970862208684,3,0.0002743278564842541,124,1193,98,78,169,23
16,9,1311.6487562656403,00:21:51,30575,1306,0.00691344914957881,0.008132285438477993,3.1531518406919083,3,0.0004885754515240992,48,1420,126,54,72,87
18,9,499.89387941360474,00:08:19,80901,821,0.006917840335518122,0.008937523700296879,3.2587403152585175,3,0.0019354188997552364,100,930,70,254,137,147
19,9,1056.9552750587463,00:17:36,42897,1115,0.0071904947981238365,0.00880805030465126,3.0004720887883627,2,0.00023557778127403223,51,1140,157,91,128
20,9,98.00068140029907,00:01:38,30899,208,0.014680414460599422,0.017176637426018715,4.4215504051159655,1,0.0002374450966915114,139,215,150,99
21,9,235.657475233078,00:03:55,74376,677,0.008011076599359512,0.010071394965052605,3.2528128432790133,2,0.0001673783925098944,212,693,205,124,215
22,9,1303.1189844608307,00:21:43,38494,1031,0.007157333195209503,0.008400654420256615,3.1266590349216203,3,0.000775283498896118,44,1138,169,46,129,52
23,9,1043.2397549152374,00:17:23,27953,1289,0.007384316995739937,0.008767218329012394,3.039239636177233,2,0.00043946112468663736,66,1351,117,86,62
24,9,1005.9690597057343,00:16:45,54089,1052,0.007170071825385094,0.00885633286088705,3.0649955853641253,3,0.00017716354151887188,52,1081,150,45,195,114
25,9,1766.393714427948,00:29:26,28664,1174,0.007455872371792793,0.008823242038488388,3.262235072062362,2,0.0007394079753557934,33,1234,85,90,129
26,9,935.0469555854797,00:15:35,20515,1358,0.008370759896934032,0.01036174688488245,3.3761938885101968,3,0.00032626678956360246,84,1383,108,41,18,188
27,9,505.1497781276703,00:08:25,51135,926,0.007065069396048784,0.008554798550903797,3.095280154340054,4,0.002283377920016366,104,927,141,128,84,64,28
28,9,999.18607878685,00:16:39,38837,1049,0.017810028046369553,0.016233772039413452,4.583160401438719,2,0.009934900821414842,60,1215,167,66,148
29,9,839.1781842708588,00:13:59,11704,1281,0.010094576515257359,0.011368491686880589,3.8459361447094156,1,0.0012867993196209232,77,1292,58,92
30,9,1795.416954278946,00:29:55,33294,1278,0.007692054379731417,0.009381881915032864,3.202757556637321,2,0.0001076483802374991,33,1314,199,38,117
31,9,830.4725606441498,00:13:50,106964,1420,0.005100111942738295,0.007348693907260895,3.0065206474065005,3,0.0003868439608433726,96,1426,203,163,180,125
32,9,796.4738085269928,00:13:16,124829,1450,0.00537281297147274,0.007331628352403641,2.7389231758659056,3,0.00020883634384828007,102,1451,256,174,183,114
33,9,756.614098072052,00:12:36,122048,1337,0.005423629656434059,0.0073389471508562565,2.7542779830076105,3,0.00018580245044353435,103,1368,254,167,184,117
34,9,589.0174295902252,00:09:49,137745,1211,0.005668592639267445,0.007520883809775114,2.79407068829811,3,0.00020380038846403754,143,1312,249,202,198,104
35,9,548.730211019516,00:09:08,137866,1182,0.006235154811292887,0.007552905473858118,2.8254748489756043,3,0.0001431136607989326,142,1268,256,198,196,106
36,9,546.1272995471954,00:09:06,141673,1240,0.005967176053673029,0.007887749001383781,2.8624831735044562,3,0.00013943001192000555,148,1252,254,197,212,106
37,9,691.1395401954651,00:11:31,203739,1247,0.005327014718204737,0.007507691625505686,2.977601093665611,4,0.00018484478859456504,129,1395,230,234,248,167,151
38,9,438.9022316932678,00:07:18,116129,977,0.006495364475995302,0.008206437341868877,3.0253985397896987,3,0.0001374305552794543,153,1042,227,175,193,94
39,9,778.7551686763763,00:12:58,151319,1466,0.00590466009452939,0.007596611976623535,2.8441116249512945,3,0.0001030078016087963,112,1499,242,198,231,136
40,9,456.43563580513,00:07:36,160361,1116,0.005922814831137657,0.007856680080294609,3.039314025747162,4,0.00020794040244352741,203,1192,256,218,194,98,157
41,9,395.2126090526581,00:06:35,110245,941,0.006763271987438202,0.008368270471692085,3.034843904929916,3,0.00015577567227253571,165,978,214,175,161,133
42,9,754.3989889621735,00:12:34,151779,1449,0.00527199124917388,0.007397467736154795,2.81145907729491,3,0.0001271384520375315,113,1476,242,194,227,152
43,9,615.8262541294098,00:10:15,131973,1347,0.005890988744795322,0.007821878418326378,2.95968258539435,3,0.0001253972957229312,135,1351,241,158,220,150
44,9,636.381395816803,00:10:36,125797,1309,0.005524662788957357,0.00741113256663084,2.9174071744243095,3,0.0002427020790587905,124,1315,219,185,174,168
45,9,751.2005527019501,00:12:31,158446,1354,0.004710592795163393,0.007206243928521872,2.741845917729623,3,0.0003495554639517522,112,1463,236,206,200,214
46,9,782.9549283981323,00:13:02,206513,1416,0.0044601052068173885,0.0072581106796860695,2.6877284384390085,4,0.0003481842201268534,115,1447,234,228,229,232,96
47,9,875.7574570178986,00:14:35,187036,1374,0.004697294440120459,0.00724056176841259,2.8102531681160228,4,0.0003096620450831035,92,1408,231,228,185,241,93
48,9,990.9033150672913,00:16:30,142008,1332,0.005801339168101549,0.008409413509070873,3.129878376151943,4,0.0003746729267354865,79,1438,17,246,204,217,186
49,9,299.0303108692169,00:04:59,190478,490,0.0064925989136099815,0.008323137648403645,3.091807573285687,4,0.0006559873478747911,107,525,217,210,240,210,97
50,9,719.5683307647705,00:11:59,146353,1218,0.0055844965390861034,0.007798128295689821,2.8746303097546035,4,0.00020556145836535345,121,1362,193,141,253,229,20
51,9,613.1327688694,00:10:13,194897,1426,0.004811636637896299,0.007201598025858402,2.8452420760547916,4,0.00032624371044645355,182,1499,235,210,206,194,188
52,9,846.2380948066711,00:14:06,195343,1248,0.004894808866083622,0.007284483872354031,2.860278997326755,4,0.0002660923490865259,93,1392,246,230,182,255,93
53,9,923.0919387340546,00:15:23,151583,1368,0.004487756639719009,0.00709538022056222,2.7773096455612376,4,0.0005463892126245868,90,1429,235,183,157,245,65
54,9,636.359162569046,00:10:36,139416,1289,0.005219575483351946,0.007548687048256397,2.8507826908075904,4,0.0005315293349864868,132,1313,212,184,152,240,54
55,9,717.5665709972382,00:11:57,121037,1395,0.0050251972861588,0.007381482981145382,2.80030693893983,3,0.0006337862590966914,116,1440,223,163,157,221
56,9,1018.9073286056519,00:16:58,145452,1394,0.004781304858624935,0.006926137953996658,2.7573041259109385,3,0.0004360456650391727,74,1457,247,206,165,204
57,9,1125.6849133968353,00:18:45,157532,1397,0.004637238569557667,0.007117571774870157,2.734833597663845,4,0.0004614041232036651,72,1453,237,152,174,238,117
58,9,1090.748381137848,00:18:10,109503,1444,0.005392370279878378,0.007664438337087631,2.883695826019024,3,0.0009691769053915401,72,1499,187,151,170,206
59,9,1374.2455143928528,00:22:54,166570,1249,0.004902293439954519,0.007229657378047705,2.7858132559060484,4,0.00042425894511595035,57,1454,237,168,185,229,120
60,9,857.4607436656952,00:14:17,152325,1309,0.00492970272898674,0.007408131379634142,2.9122999268635854,3,0.0009074882763258424,104,1370,249,240,146,208
62,9,612.3767840862274,00:10:12,107241,1105,0.005608405452221632,0.007092843763530254,2.7817327842946202,2,0.0003542681724859949,85,1198,221,217,163
63,9,920.0129504203796,00:15:20,172150,1380,0.004681350197643042,0.007100105285644531,2.7874104682150103,4,0.0004964975550121915,69,1445,231,185,172,247,121
64,9,746.5704662799835,00:12:26,125099,1362,0.005104220472276211,0.007114999927580357,2.7349596360671224,4,0.00027767353454191115,90,1405,207,129,177,228,56
65,9,657.9737355709076,00:10:57,124221,1276,0.005478518083691597,0.007005695253610611,2.859014410227088,4,0.0002701137932671264,99,1346,208,131,177,232,44
66,9,804.1292235851288,00:13:24,150375,1195,0.004893616773188114,0.007184045389294624,2.700201562187581,4,0.0004286930824406825,79,1394,247,121,222,220,82
67,9,719.5530576705933,00:11:59,141929,1159,0.005507728550583124,0.007109025027602911,2.968210870073497,4,0.0002843475096080758,83,1273,226,112,225,223,75
68,9,646.8422560691833,00:10:46,169919,1357,0.005448551382869482,0.006873380858451128,2.741577239549315,4,0.00023443198001211026,109,1396,239,141,235,217,120
69,9,632.1878564357758,00:10:32,140767,1367,0.004769740626215935,0.006942326668649912,2.7374397658026015,4,0.00035808515417916397,109,1392,194,121,237,193,112
70,9,982.3974165916443,00:16:22,130262,1263,0.00532298581674695,0.007022494450211525,2.696363179036403,4,0.00023259976504291202,62,1400,172,104,238,194,116
71,9,790.4858617782593,00:13:10,140862,1057,0.005180540960282087,0.007131823338568211,2.8246593891983576,4,0.0006215159164254343,62,1152,181,120,256,192,101
72,9,948.6775588989258,00:15:48,139877,1113,0.0052269320003688335,0.007367198821157217,2.80599238005475,4,0.000468459004996016,55,1238,196,115,243,181,132
73,9,795.5256991386414,00:13:15,140601,1307,0.005357092712074518,0.007121294736862183,2.924105422899858,4,0.00023748003903445528,78,1396,170,102,232,235,112
74,9,852.1984140872955,00:14:12,159800,1302,0.00511997239664197,0.006935975514352322,2.7771277169095256,4,0.0002152008731318594,67,1329,209,140,237,199,137
75,9,406.6521818637848,00:06:46,139618,645,0.006873553618788719,0.00802480150014162,3.0869645564348143,4,0.0001638507641586112,88,768,187,132,214,223,83
76,9,689.8003726005554,00:11:29,151433,1344,0.004831408616155386,0.006951712537556887,2.9752730470830473,4,0.0002555440091312952,96,1400,202,150,246,174,111
77,9,558.0532879829407,00:09:18,131764,1221,0.005549121182411909,0.007450078148394823,2.8281911685372894,4,0.00030883096714333163,119,1277,162,122,222,186,138
78,9,636.2752273082733,00:10:36,131223,1319,0.005244184285402298,0.007227312307804823,2.829119664393917,4,0.00038978977445573596,106,1415,178,103,209,254,74
79,9,1284.4814457893372,00:21:24,165894,1326,0.004668632056564093,0.007087955716997385,2.7496152868695907,4,0.00022521336429865687,41,1345,215,136,236,237,106
80,9,95.41034126281738,00:01:35,108568,193,0.010739035904407501,0.011452633887529373,3.474699066564254,4,0.00018955293520736964,126,210,191,79,218,199,61
81,9,982.5157988071442,00:16:22,149891,1447,0.004896739963442087,0.007118504028767347,3.199750637039056,4,0.0007601268568805915,63,1475,224,111,249,218,86
82,9,764.7088215351105,00:12:44,140846,1326,0.005100180860608816,0.007220208644866943,2.8303544933106677,4,0.00030567551613592365,84,1382,250,145,230,125,123
83,9,152.92148184776306,00:02:32,156531,308,0.009236794896423817,0.009371921420097351,3.1652963771124996,4,0.00034209923929343257,112,329,238,124,205,213,150
84,9,667.535352230072,00:11:07,165071,1336,0.0049524204805493355,0.007061401382088661,3.2578137609257727,4,0.0003589941594372082,109,1460,242,154,201,229,107
85,9,671.4086935520172,00:11:11,130050,1277,0.0050839330069720745,0.0073052989318966866,2.881300043733636,4,0.0004292795760512509,98,1420,232,107,188,223,81
86,9,842.2799916267395,00:14:02,158305,1314,0.004920485429465771,0.007021736353635788,2.746158774116889,4,0.00028361109115302737,78,1466,228,137,217,210,128
87,9,581.6833965778351,00:09:41,145460,1312,0.005025348626077175,0.006977350451052189,2.7725344101182,4,0.0005795294255296577,118,1365,249,129,238,200,41
88,9,672.7746815681458,00:11:12,134235,1209,0.0068747433833777905,0.008163779973983765,3.203269831585329,4,0.0030023637237960384,91,1313,219,94,225,216,93
89,9,556.0315628051758,00:09:16,35792,1284,0.008324633352458477,0.00998509768396616,3.24039470402624,1,0.00015590160399966323,101,1287,142,144
90,9,251.26725792884827,00:04:11,152628,587,0.00724169472232461,0.008066045120358467,3.0440873320366064,4,0.00038794071256436697,135,616,238,83,192,247,176
91,9,1206.524642944336,00:20:06,198395,1067,0.005020597483962774,0.007023474667221308,3.2898336158771704,4,0.00024007648532264038,48,1420,256,223,231,179,115
92,9,1092.6740357875824,00:18:12,213315,1424,0.00432890560477972,0.007007117383182049,2.916485244162816,4,0.00048530147762148055,73,1475,243,251,211,235,99
93,9,1026.2476031780243,00:17:06,156794,1287,0.005330678075551987,0.007044347934424877,2.756204469506841,4,0.0002760363099065105,80,1473,230,135,216,206,131
94,9,772.5834498405457,00:12:52,173930,1396,0.005099764559417963,0.007056178990751505,2.9718071133397084,4,0.0002914356448075186,109,1439,227,116,223,211,235
95,9,836.7413418292999,00:13:56,157630,1261,0.0051492732018232346,0.0070821442641317844,2.797802569191605,4,0.00033995417619566136,95,1384,206,159,244,161,150
96,9,1066.6427166461945,00:17:46,160449,1471,0.005004957318305969,0.007027079351246357,2.9383008341168004,4,0.00019393342311853896,76,1498,236,138,199,227,130
97,9,842.529125213623,00:14:02,148597,1234,0.005520675331354141,0.00703831622377038,2.702511310490002,4,0.0002525256788153534,88,1338,213,127,209,192,164
98,9,796.6718671321869,00:13:16,155172,1289,0.005249285139143467,0.007135877851396799,2.6925267661737133,4,0.00017830974993981324,88,1325,201,126,234,196,165
99,9,766.2949352264404,00:12:46,151964,1255,0.00541835417971015,0.007179256994277239,2.735835697592166,4,0.0001759426666849727,89,1349,175,125,250,185,179
100,9,751.2387826442719,00:12:31,158016,1336,0.0055916705168783665,0.007148096337914467,2.6491253864862685,4,0.0001232228300520217,89,1336,199,126,252,190,165
101,9,687.4046988487244,00:11:27,148476,1143,0.0062782736495137215,0.00735830795019865,2.7604928800873796,4,0.00011893439174599804,89,1221,174,118,252,186,172
102,9,819.8678693771362,00:13:39,168949,1340,0.005379517562687397,0.006895857863128185,2.865575274189342,4,0.00014669168079764776,85,1347,200,127,256,194,202
104,9,919.1874871253967,00:15:19,133468,1247,0.005320784170180559,0.007999522611498833,3.060936665431932,4,0.0001791702170625441,67,1259,188,97,244,174,163
105,9,711.4993605613708,00:11:51,156338,1206,0.005787116941064596,0.008056368678808212,3.1791339492636608,4,0.0001300392425952827,101,1294,196,109,251,190,201
106,9,990.2879297733307,00:16:30,144331,1300,0.005793501157313585,0.007920220494270325,3.1846254201231448,4,0.00011110054008907844,71,1365,184,124,241,166,188
107,9,884.2499449253082,00:14:44,137235,1315,0.00516341021284461,0.007809238508343697,2.9866165481933544,4,0.0002147597020541626,81,1319,212,115,233,159,162
108,9,1136.4049353599548,00:18:56,86180,1219,0.00595926633104682,0.008562969975173473,3.09098704883632,4,0.00019221612564967254,58,1332,176,103,48,198,173
109,9,811.7642524242401,00:13:31,150708,1215,0.0057747927494347095,0.008011124096810818,2.8867175780412584,4,0.0001605362018859129,93,1420,204,132,248,176,142
110,9,399.66440176963806,00:06:39,132893,1142,0.005954658146947622,0.008580252528190613,2.97601502185383,4,0.00017255563070636473,228,1185,194,120,226,145,195
111,9,567.2031774520874,00:09:27,95055,885,0.0064832670614123344,0.00882990937680006,3.030031487820679,4,0.00025658727645399285,87,889,170,150,240,35,181
112,9,614.0483863353729,00:10:14,151293,937,0.006401959341019392,0.008118594996631145,3.1170897519509877,4,0.0001489852387966917,97,1089,210,128,228,185,162
113,9,976.8352837562561,00:16:16,91980,1260,0.005746093112975359,0.008415955118834972,2.9706994815335195,4,0.0002112385521325485,75,1381,153,106,237,88,146
114,9,756.1143279075623,00:12:36,117414,1383,0.005464476998895407,0.007901156321167946,3.1687261865315737,4,0.0002363885768234501,104,1404,220,141,112,203,118
115,9,863.1777696609497,00:14:23,94128,1317,0.005605112761259079,0.007888972759246826,3.1462698442155737,4,0.0002590584613052054,89,1442,183,126,220,72,105
116,9,695.4188673496246,00:11:35,164555,1262,0.0049407160840928555,0.007620016112923622,2.8549174273656526,4,0.0003189288181336881,114,1347,198,146,234,244,93
117,9,916.1940221786499,00:15:16,133288,1364,0.005131118465214968,0.008020462468266487,2.918302486370359,4,0.00022196142114140957,83,1397,165,134,245,195,64
