trial,fold,elapsed_time_sec,elapsed_time_hms,param_count,best_epoch,train_loss,val_loss,score,n_layers,learning_rate,batch_size,epochs,units_layer_1,units_layer_2,units_layer_3,units_layer_4,units_layer_5
61,4,361.0077438354492,00:06:01,84407,1231,0.0063315872102975845,0.007090124301612377,3.127445476780271,1,0.0007032220561921005,162,1311,237,248
62,4,347.66020345687866,00:05:47,85687,1260,0.006429887376725674,0.006960464175790548,2.901783865846459,1,0.0007726108341272334,187,1380,247,239
64,4,354.66527247428894,00:05:54,73169,1044,0.006963883992284536,0.009196828119456768,3.245474937619542,1,0.000553778000715284,158,1142,219,226
65,4,369.9143214225769,00:06:09,118761,1199,0.005216616205871105,0.007600097451359034,2.8335811645519247,2,0.0009233458800767838,170,1216,231,235,168
66,4,424.6426603794098,00:07:04,82763,1298,0.007094105239957571,0.008605596609413624,3.1468837028808396,1,0.002018622861750591,149,1302,255,217
67,4,556.2421898841858,00:09:16,102077,1403,0.005175276193767786,0.007407125551253557,2.918362855313929,2,0.00038653270921695126,120,1484,212,250,105
68,4,246.92309880256653,00:04:06,46200,724,0.008818398229777813,0.011180801317095757,3.539549682068164,1,0.0005129792253700781,141,746,238,88
69,4,603.3020763397217,00:10:03,159203,1408,0.004749797284603119,0.007298959884792566,3.393843359590348,3,0.0006435172547136042,108,1415,191,239,204,214
70,4,358.4349775314331,00:05:58,156643,919,0.005844525061547756,0.007948927581310272,2.8083972835207764,4,0.0002432855919672331,132,945,248,224,134,242,49
71,4,244.42238545417786,00:04:04,98599,846,0.0068425703793764114,0.009939196519553661,3.385845191795201,2,0.00017905920109859708,182,850,200,197,190
72,4,461.60633659362793,00:07:41,174317,1179,0.005309132859110832,0.007016399409621954,2.733967195167939,3,0.0004241363723612619,153,1353,252,213,213,224
73,4,447.95325207710266,00:07:27,94415,1299,0.006968459114432335,0.008721495047211647,3.1665958381926385,3,0.0003011951809728192,154,1348,240,21,228,256
74,4,416.23387932777405,00:06:56,152370,1207,0.00580738065764308,0.008074150420725346,3.0199853224620012,3,0.00022781621467235922,162,1253,229,209,206,177
75,4,425.69869208335876,00:07:05,182857,1257,0.005314124748110771,0.007741615641862154,2.943245755220077,3,0.001533533597419773,174,1308,251,215,241,206
76,4,481.5477616786957,00:08:01,149213,1343,0.005705441348254681,0.007787952199578285,2.9598007811594726,3,0.0012116799190482073,148,1372,221,171,213,238
77,4,484.62857365608215,00:08:04,167875,1450,0.004884195979684591,0.00719658425077796,2.6860659173190675,3,0.00037224659463620216,165,1456,244,247,174,218
