trial,fold,elapsed_time_sec,elapsed_time_hms,param_count,best_epoch,train_loss,val_loss,score,n_layers,learning_rate,batch_size,epochs,units_layer_1,units_layer_2,units_layer_3
62,10,954.9605476856232,00:15:54,100717,1073,0.005386550445109606,0.007115403190255165,3.3010370340052564,2,0.0002215096275509746,35,1086,237,205,130
63,10,683.2250957489014,00:11:23,100799,1249,0.005056723020970821,0.006976895499974489,3.0291153860190425,2,0.00043376375119405204,62,1257,225,222,120
64,10,942.603973865509,00:15:42,98395,1048,0.005686585325747728,0.007170502562075853,3.0620860878748464,2,0.0006610293722213839,47,1368,213,202,160
65,10,373.44008803367615,00:06:13,89939,843,0.0062061576172709465,0.0075646997429430485,2.9450575350108545,2,0.0004943967989808446,87,896,202,213,118
66,10,460.24952936172485,00:07:40,84208,885,0.006945866625756025,0.008345064707100391,3.199805830715046,2,0.0001742523053839663,68,918,173,256,83
67,10,582.5127642154694,00:09:42,30155,1179,0.00750438729301095,0.008981158956885338,3.277253945845466,2,0.00031038487906711075,78,1289,199,28,118
68,10,276.2381591796875,00:04:36,91995,1084,0.006294152233749628,0.007792610675096512,3.1371634950593226,2,0.00048070166483006306,222,1181,218,215,101
69,10,365.3121244907379,00:06:05,60839,948,0.007011905312538147,0.008333932608366013,3.088244473066208,1,0.0004037097696452109,93,950,205,189
70,10,394.3285503387451,00:06:34,123053,802,0.005937228444963694,0.007541100028902292,3.018915846497565,4,0.0007553031936955698,86,872,185,233,61,172,202
71,10,366.4049506187439,00:06:06,105978,827,0.005839753430336714,0.007636742200702429,2.993149490686771,2,0.000583318661769407,83,839,242,226,112
72,10,300.8453118801117,00:05:00,67693,735,0.006854272913187742,0.007935681380331516,3.230229693898388,2,0.0004935711159090245,100,797,232,116,137
73,10,499.31779503822327,00:08:19,123076,869,0.005630458239465952,0.0072260405868291855,2.943645592511051,2,0.0006300815050950211,60,893,256,212,194
74,10,541.6015119552612,00:09:01,122238,797,0.006140161771327257,0.007421635556966066,2.961888327377338,2,0.0009382196659365997,61,983,252,212,196
75,10,588.7177109718323,00:09:48,142711,1029,0.005908268503844738,0.007265844382345676,2.984484973245746,2,0.0010317619150222686,60,1068,251,242,226
76,10,730.752170085907,00:12:10,54332,880,0.007710630539804697,0.008486608043313026,3.4705075477040674,2,0.0012824283619445238,43,976,243,64,197
77,10,756.5197265148163,00:12:36,126029,908,0.013088046573102474,0.0128508685156703,4.276855265884416,2,0.0067782643895378525,51,1115,253,213,210
78,10,500.559255361557,00:08:20,82185,998,0.006021108943969011,0.007484443485736847,3.197976899102966,2,0.000813112600780972,69,1019,143,197,194
