trial,fold,elapsed_time_sec,elapsed_time_hms,param_count,best_epoch,train_loss,val_loss,score,n_layers,learning_rate,batch_size,epochs,units_layer_1,units_layer_2,units_layer_3
1,1,177.04063034057617,00:02:57,36583,683,0.009257913567125797,0.010985448025166988,3.6284176583583143,2,0.000631392175162787,226,686,74,116,169
2,1,139.53694558143616,00:02:19,53987,545,0.008547245524823666,0.00976785272359848,3.33601196137391,1,0.00243028625378115,246,574,178,195
3,1,372.4997682571411,00:06:12,38039,462,0.008819244801998138,0.0099569670855999,3.687590770946109,1,0.0006760716705583246,50,536,138,167
4,1,118.89605951309204,00:01:58,97098,277,0.010635643266141415,0.010515103116631508,3.460376627108853,4,0.002072418706084607,173,300,215,205,128,17,84
5,1,170.33437776565552,00:02:50,189990,519,0.007352115120738745,0.009545370936393738,3.7133790924643377,4,0.002448300267342202,245,547,239,218,220,211,83
6,1,290.32033348083496,00:04:50,66641,918,0.011277181096374989,0.012302436865866184,4.0640489986645205,3,0.00599419655306268,221,1002,36,103,209,176
7,1,340.8327283859253,00:05:40,146353,974,0.006622826214879751,0.008208821527659893,3.0676891014707595,4,0.0009195609569036601,185,983,179,183,231,158,96
8,1,587.7760052680969,00:09:47,45694,1383,0.007488997187465429,0.009183749556541443,3.3858356141069814,4,0.0001607107927774421,128,1472,246,22,80,36,248
9,1,417.937641620636,00:06:57,33496,1225,0.010044175200164318,0.010559064336121082,3.527299206374467,2,0.004263747796110764,184,1406,106,62,242
10,1,335.3049123287201,00:05:35,61163,1043,0.008718008175492287,0.010882825590670109,3.39596753040568,2,0.00014141726045483578,185,1047,71,206,186
11,1,525.454803943634,00:08:45,67862,1043,0.00645615067332983,0.008177988231182098,3.0930982301930365,3,0.0003356662609470176,108,1187,165,246,26,113
12,1,556.1289801597595,00:09:16,70853,1155,0.006173201836645603,0.007841815240681171,3.0980034592449286,3,0.0003592330927654547,100,1192,170,254,25,114
13,1,556.8088095188141,00:09:16,76514,1163,0.006242553703486919,0.00831629242748022,3.4338553224272284,3,0.0002738724686851825,91,1210,179,256,30,119
14,1,325.19287109375,00:05:25,98547,817,0.006569843739271164,0.008772233501076698,3.1700567977133685,4,0.0010078982867777998,149,853,139,158,109,150,183
15,1,941.6611337661743,00:15:41,70859,1137,0.006232473533600569,0.007899661548435688,2.9730041949273867,3,0.0012340838225650208,46,1249,202,156,72,89
16,1,546.6473407745361,00:09:06,71725,749,0.006544246803969145,0.008304026909172535,3.2363534079056393,4,0.0012784163915141246,60,876,212,148,77,64,22
17,1,1183.47700715065,00:19:43,104398,1328,0.006518223788589239,0.008247841149568558,2.958316705005304,3,0.001435392478519178,38,1328,209,118,160,237
18,1,1260.776005268097,00:21:00,98691,1144,0.016686664894223213,0.015373902395367622,4.332755168400771,3,0.008256082022951607,36,1352,221,94,158,246
19,1,647.0360600948334,00:10:47,54883,1324,0.006817410700023174,0.008302095346152782,3.31318765449522,2,0.0017051103168259812,74,1342,198,125,72
20,1,1184.3849785327911,00:19:44,64962,1254,0.010054864920675755,0.010379327461123466,3.704040389052109,3,0.0036074879915591863,34,1258,256,82,116,62
21,1,531.382336139679,00:08:51,23663,963,0.008344818837940693,0.009567405097186565,3.386702531654906,2,0.0005406976289456403,72,1081,107,48,142
22,1,417.26094222068787,00:06:57,190983,1063,0.0049558221362531185,0.008150377310812473,3.0476866939721656,4,0.0012259773056865087,161,1084,193,179,249,237,133
23,1,389.85884976387024,00:06:29,125409,1098,0.0061033437959849834,0.00817171297967434,3.1284069387205036,3,0.0014702989003576566,143,1104,202,134,197,252
24,1,502.42868876457214,00:08:22,141668,1214,0.005311516113579273,0.007625997997820377,3.2986175750949114,3,0.0009936202467494394,131,1305,153,174,255,210
25,1,767.0999429225922,00:12:47,117454,1338,0.006839416921138763,0.008539292961359024,3.1559705898031085,4,0.003130266835608533,83,1470,232,145,56,223,170
26,1,599.0733523368835,00:09:59,107305,921,0.005436434410512447,0.007744543254375458,2.844340089431455,3,0.0004943201859699289,55,925,189,223,107,192
27,1,391.53605222702026,00:06:31,79479,570,0.006766895297914743,0.008498338051140308,3.182227928599252,3,0.000448950625914647,64,687,115,221,101,186
28,1,646.1513659954071,00:10:46,101738,838,0.006183053366839886,0.008143519051373005,3.06331414914084,2,0.00021974501947219616,46,908,233,234,95
29,1,129.22982454299927,00:02:09,58506,318,0.00879085436463356,0.010266931727528572,3.32759534839247,3,0.0007556695664133584,112,318,153,112,135,72
30,1,492.1422030925751,00:08:12,49793,633,0.008376234211027622,0.009620161727070808,3.351578509138772,3,0.00010489920871884262,53,732,194,84,45,192
31,1,361.3169991970062,00:06:01,70209,677,0.006835905369371176,0.008405965752899647,3.002952343950505,2,0.00047418310271282765,81,804,219,125,154
33,1,752.8465974330902,00:12:32,69741,760,0.006371949799358845,0.007330609951168299,2.7905294161816414,2,0.000487524655046963,32,761,223,121,155
34,1,549.1868381500244,00:09:09,41375,638,0.007974901236593723,0.00864455197006464,3.037676916755884,1,0.0007255097818527809,35,641,190,111
35,1,551.3716526031494,00:09:11,52773,755,0.009201206266880035,0.009303187020123005,3.454701898169704,1,0.0017724498813769841,47,785,206,149
36,1,290.45607805252075,00:04:50,54491,461,0.008211630396544933,0.008578069508075714,3.1136552989550594,2,0.0006471016479736528,63,492,256,63,173
37,1,721.6679575443268,00:12:01,90686,929,0.005619482137262821,0.006957989651709795,2.7806026656011715,2,0.00041788112023781503,47,957,226,164,178
38,1,270.59501218795776,00:04:30,104047,394,0.007913989014923573,0.0083908811211586,3.0767736181300913,2,0.0002466479674697256,58,429,224,200,175
39,1,894.2245576381683,00:14:54,70935,879,0.006574960891157389,0.007511938456445932,2.8589903264312144,1,0.0003938083938240578,33,949,241,187
40,1,832.2000734806061,00:13:52,70203,861,0.006833422929048538,0.007728132884949446,2.823597628596856,1,0.0003632498036885602,32,906,241,184
41,1,187.15302109718323,00:03:07,7093,752,0.019251788035035133,0.02103673852980137,5.149922226766253,1,0.00018775657804395046,206,754,20,217
42,1,435.9118027687073,00:07:15,67937,915,0.007208805996924639,0.008167327381670475,3.102710105815202,1,0.0002940968955028599,72,944,247,168
43,1,630.5320188999176,00:10:30,70192,927,0.006544054485857487,0.00760626420378685,2.899378901820409,1,0.00040331095136735283,47,975,236,190
